date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_entry,outcome,winner_entry
2012-01-16,Australian Open,G,5,H,false,46,R32,Rafael Nadal,2,Spain,ESP,2,1,2379,Lukas Lacko,,Slovakia,SVK,119,-1,1843,6-2 6-4 6-2,Q,,
2012-01-16,Australian Open,G,5,H,false,46,R64,Rafael Nadal,2,Spain,ESP,2,2,2377,Tommy Haas,,Germany,GER,190,-2,1911,6-4 6-3 6-4,,,
2012-01-16,Australian Open,G,5,H,false,46,R128,Rafael Nadal,2,Spain,ESP,2,,2377,Alex Kuznetsov,,United States,USA,167,-1,1615,6-4 6-1 6-1,Q,,
2012-01-02,Doha,B,3,H,false,43,SF,Gael Monfils,4,France,FRA,16,15,2136,Rafael Nadal,1,Spain,ESP,2,-15,2392,6-3 6-4,,,
2012-01-02,Doha,B,3,H,false,43,QF,Rafael Nadal,1,Spain,ESP,2,2,2390,Mikhail Youzhny,7,Russian Federation,RUS,35,-2,2012,6-4 6-4,,,
2012-01-02,Doha,B,3,H,false,43,R16,Rafael Nadal,1,Spain,ESP,2,,2390,Denis Gremelmayr,,Germany,GER,189,-1,1720,6-2 6-2,Q,,
2012-01-02,Doha,B,3,H,false,43,R32,Rafael Nadal,1,Spain,ESP,2,2,2388,Philipp Kohlschreiber,,Germany,GER,43,-2,1979,6-3 6-7(2) 6-3,,,
2011-12-02,Davis Cup WG,D,5,C,false,,F,Rafael Nadal,,Spain,ESP,2,6,2382,Juan Martin Del Potro,,Argentina,ARG,11,-6,2201,1-6 6-4 6-1 7-6(0),,,
2011-12-02,Davis Cup WG,D,5,C,false,,F,Rafael Nadal,,Spain,ESP,2,2,2380,Juan Monaco,,Argentina,ARG,26,-3,2033,6-1 6-1 6-2,,,
2011-11-20,Tour Finals,F,3,H,true,67,RR,Jo Wilfried Tsonga,,France,FRA,6,17,2202,Rafael Nadal,,Spain,ESP,2,-16,2396,7-6(2) 4-6 6-3,,,
2011-11-20,Tour Finals,F,3,H,true,67,RR,Roger Federer,,Switzerland,SUI,4,11,2394,Rafael Nadal,,Spain,ESP,2,-12,2408,6-3 6-0,,,
2011-11-20,Tour Finals,F,3,H,true,67,RR,Rafael Nadal,,Spain,ESP,2,4,2404,Mardy Fish,,United States,USA,8,-4,2133,6-2 3-6 7-6(3),,,
2011-10-09,Shanghai Masters,M,3,H,false,60,R16,Florian Mayer,15,Germany,GER,23,19,2023,Rafael Nadal,1,Spain,ESP,2,-18,2422,7-6(5) 6-3,,,
2011-10-09,Shanghai Masters,M,3,H,false,60,R32,Rafael Nadal,1,Spain,ESP,2,1,2421,Guillermo Garcia Lopez,,Spain,ESP,53,-1,1876,6-3 6-2,,,
2011-10-03,Tokyo,A,3,H,false,58,F,Andy Murray,2,United Kingdom,GBR,4,14,2338,Rafael Nadal,1,Spain,ESP,2,-14,2435,3-6 6-2 6-0,,,
2011-10-03,Tokyo,A,3,H,false,58,SF,Rafael Nadal,1,Spain,ESP,2,4,2431,Mardy Fish,4,United States,USA,8,-3,2172,7-5 6-1,,,
2011-10-03,Tokyo,A,3,H,false,58,QF,Rafael Nadal,1,Spain,ESP,2,1,2430,Santiago Giraldo,,Colombia,COL,53,-1,1921,7-6(6) 6-3,,,
2011-10-03,Tokyo,A,3,H,false,58,R16,Rafael Nadal,1,Spain,ESP,2,1,2429,Milos Raonic,,Canada,CAN,30,-1,1929,7-5 6-3,,,
2011-10-03,Tokyo,A,3,H,false,58,R32,Rafael Nadal,1,Spain,ESP,2,,2429,Go Soeda,,Japan,JPN,118,,1771,6-3 6-2,WC,,
2011-09-16,Davis Cup WG,D,5,C,false,,SF,Rafael Nadal,,Spain,ESP,2,4,2425,Jo Wilfried Tsonga,,France,FRA,10,-4,2204,6-0 6-2 6-4,,,
2011-09-16,Davis Cup WG,D,5,C,false,,SF,Rafael Nadal,,Spain,ESP,2,3,2422,Richard Gasquet,,France,FRA,15,-3,2102,6-3 6-0 6-1,,,
2011-08-29,US Open,G,5,H,false,49,F,Novak Djokovic,1,Serbia,SRB,1,13,2509,Rafael Nadal,2,Spain,ESP,2,-13,2435,6-2 6-4 6-7(3) 6-1,,,
2011-08-29,US Open,G,5,H,false,49,SF,Rafael Nadal,2,Spain,ESP,2,11,2424,Andy Murray,4,United Kingdom,GBR,4,-10,2326,6-4 6-2 3-6 6-2,,,
2011-08-29,US Open,G,5,H,false,49,QF,Rafael Nadal,2,Spain,ESP,2,5,2419,Andy Roddick,21,United States,USA,21,-5,2143,6-2 6-1 6-3,,,
2011-08-29,US Open,G,5,H,false,49,R16,Rafael Nadal,2,Spain,ESP,2,1,2418,Gilles Muller,,Luxembourg,LUX,68,-2,1925,7-6(1) 6-1 6-2,,,
2011-08-29,US Open,G,5,H,false,49,R32,Rafael Nadal,2,Spain,ESP,2,4,2414,David Nalbandian,,Argentina,ARG,76,-4,2113,7-6(5) 6-1 7-5,,,
2011-08-29,US Open,G,5,H,false,49,R64,Rafael Nadal,2,Spain,ESP,2,1,2413,Nicolas Mahut,,France,FRA,99,-1,1827,6-2 6-2 RET,,RET,
2011-08-29,US Open,G,5,H,false,49,R128,Rafael Nadal,2,Spain,ESP,2,,2413,Andrey Golubev,,Kazakhstan,KAZ,98,-1,1778,6-3 7-6(1) 7-5,,,
2011-08-14,Cincinnati Masters,M,3,H,false,68,QF,Mardy Fish,7,United States,USA,7,17,2154,Rafael Nadal,2,Spain,ESP,2,-17,2430,6-3 6-4,,,
2011-08-14,Cincinnati Masters,M,3,H,false,68,R16,Rafael Nadal,2,Spain,ESP,2,2,2428,Fernando Verdasco,,Spain,ESP,21,-2,2062,7-6(5) 6-7(4) 7-6(9),,,
2011-08-14,Cincinnati Masters,M,3,H,false,68,R32,Rafael Nadal,2,Spain,ESP,2,1,2427,Julien Benneteau,,France,FRA,112,-1,1920,6-4 7-5,Q,,
2011-08-08,Canada Masters,M,3,H,false,62,R32,Ivan Dodig,,Croatia,CRO,41,23,1910,Rafael Nadal,2,Spain,ESP,2,-19,2446,1-6 7-6(5) 7-6(5),,,
2011-06-20,Wimbledon,G,5,G,false,80,F,Novak Djokovic,2,Serbia,SRB,2,15,2482,Rafael Nadal,1,Spain,ESP,1,-15,2461,6-4 6-1 1-6 6-3,,,
2011-06-20,Wimbledon,G,5,G,false,80,SF,Rafael Nadal,1,Spain,ESP,1,8,2453,Andy Murray,4,United Kingdom,GBR,4,-8,2293,5-7 6-2 6-2 6-4,,,
2011-06-20,Wimbledon,G,5,G,false,80,QF,Rafael Nadal,1,Spain,ESP,1,4,2449,Mardy Fish,10,United States,USA,9,-4,2118,6-3 6-3 5-7 6-4,,,
2011-06-20,Wimbledon,G,5,G,false,80,R16,Rafael Nadal,1,Spain,ESP,1,6,2443,Juan Martin Del Potro,24,Argentina,ARG,21,-7,2258,7-6(6) 3-6 7-6(4) 6-4,,,
2011-06-20,Wimbledon,G,5,G,false,80,R32,Rafael Nadal,1,Spain,ESP,1,1,2442,Gilles Muller,,Luxembourg,LUX,92,-1,1880,7-6(6) 7-6(5) 6-0,WC,,
2011-06-20,Wimbledon,G,5,G,false,80,R64,Rafael Nadal,1,Spain,ESP,1,1,2441,Ryan Sweeting,,United States,USA,69,-2,1869,6-3 6-2 6-4,,,
2011-06-20,Wimbledon,G,5,G,false,80,R128,Rafael Nadal,1,Spain,ESP,1,1,2440,Michael Russell,,United States,USA,90,-1,1778,6-4 6-2 6-2,,,
2011-06-06,Queen's Club,B,3,G,false,75,QF,Jo Wilfried Tsonga,5,France,FRA,19,15,2090,Rafael Nadal,1,Spain,ESP,1,-16,2456,6-7(3) 6-4 6-1,,,
2011-06-06,Queen's Club,B,3,G,false,75,R16,Rafael Nadal,1,Spain,ESP,1,2,2454,Radek Stepanek,,Czech Republic,CZE,57,-1,2017,6-3 5-7 6-1,,,
2011-06-06,Queen's Club,B,3,G,false,75,R32,Rafael Nadal,1,Spain,ESP,1,,2454,Matthew Ebden,,Australia,AUS,168,,1739,6-4 6-4,Q,,
2011-05-22,Roland Garros,G,5,C,false,46,F,Rafael Nadal,1,Spain,ESP,1,14,2440,Roger Federer,3,Switzerland,SUI,3,-14,2403,7-5 7-6(3) 5-7 6-1,,,
2011-05-22,Roland Garros,G,5,C,false,46,SF,Rafael Nadal,1,Spain,ESP,1,8,2432,Andy Murray,4,United Kingdom,GBR,4,-8,2260,6-4 7-5 6-4,,,
2011-05-22,Roland Garros,G,5,C,false,46,QF,Rafael Nadal,1,Spain,ESP,1,7,2425,Robin Soderling,5,Sweden,SWE,5,-7,2253,6-4 6-1 7-6(3),,,
2011-05-22,Roland Garros,G,5,C,false,46,R16,Rafael Nadal,1,Spain,ESP,1,3,2422,Ivan Ljubicic,,Croatia,CRO,37,-3,2036,7-5 6-3 6-3,,,
2011-05-22,Roland Garros,G,5,C,false,46,R32,Rafael Nadal,1,Spain,ESP,1,1,2421,Antonio Veic,,Croatia,CRO,227,-1,1803,6-1 6-3 6-0,Q,,
2011-05-22,Roland Garros,G,5,C,false,46,R64,Rafael Nadal,1,Spain,ESP,1,1,2420,Pablo Andujar,,Spain,ESP,48,-1,1887,7-5 6-3 7-6(4),,,
2011-05-22,Roland Garros,G,5,C,false,46,R128,Rafael Nadal,1,Spain,ESP,1,1,2419,John Isner,,United States,USA,39,-2,1945,6-4 6-7(2) 6-7(2) 6-2 6-4,,,
2011-05-08,Rome Masters,M,3,C,false,38,F,Novak Djokovic,2,Serbia,SRB,2,11,2470,Rafael Nadal,1,Spain,ESP,1,-11,2430,6-4 6-4,,,
2011-05-08,Rome Masters,M,3,C,false,38,SF,Rafael Nadal,1,Spain,ESP,1,3,2427,Richard Gasquet,16,France,FRA,16,-3,2089,7-5 6-1,,,
2011-05-08,Rome Masters,M,3,C,false,38,QF,Rafael Nadal,1,Spain,ESP,1,3,2424,Marin Cilic,,Croatia,CRO,23,-3,2085,6-1 6-3,,,
2011-05-08,Rome Masters,M,3,C,false,38,R16,Rafael Nadal,1,Spain,ESP,1,1,2423,Feliciano Lopez,,Spain,ESP,40,-2,2011,6-4 6-2,,,
2011-05-08,Rome Masters,M,3,C,false,38,R32,Rafael Nadal,1,Spain,ESP,1,1,2422,Paolo Lorenzi,,Italy,ITA,148,-1,1747,6-7(5) 6-4 6-0,Q,,
2011-05-01,Madrid Masters,M,3,C,false,53,F,Novak Djokovic,2,Serbia,SRB,2,12,2446,Rafael Nadal,1,Spain,ESP,1,-12,2434,7-5 6-4,,,
2011-05-01,Madrid Masters,M,3,C,false,53,SF,Rafael Nadal,1,Spain,ESP,1,10,2424,Roger Federer,3,Switzerland,SUI,3,-10,2391,5-7 6-1 6-3,,,
2011-05-01,Madrid Masters,M,3,C,false,53,QF,Rafael Nadal,1,Spain,ESP,1,2,2422,Michael Llodra,,France,FRA,27,-2,2005,6-2 6-2,,,
2011-05-01,Madrid Masters,M,3,C,false,53,R16,Rafael Nadal,1,Spain,ESP,1,2,2420,Juan Martin Del Potro,,Argentina,ARG,32,-3,2263,W/O,,W/O,
2011-05-01,Madrid Masters,M,3,C,false,53,R32,Rafael Nadal,1,Spain,ESP,1,2,2418,Marcos Baghdatis,,Cyprus,CYP,24,-2,1972,6-1 6-3,,,
2011-04-18,Barcelona,A,3,C,false,25,F,Rafael Nadal,1,Spain,ESP,1,5,2413,David Ferrer,4,Spain,ESP,6,-5,2219,6-2 6-4,,,
2011-04-18,Barcelona,A,3,C,false,25,SF,Rafael Nadal,1,Spain,ESP,1,2,2411,Ivan Dodig,,Croatia,CRO,56,-1,1960,6-3 6-2,,,
2011-04-18,Barcelona,A,3,C,false,25,QF,Rafael Nadal,1,Spain,ESP,1,3,2408,Gael Monfils,7,France,FRA,9,-3,2149,6-2 6-2,,,
2011-04-18,Barcelona,A,3,C,false,25,R16,Rafael Nadal,1,Spain,ESP,1,1,2407,Santiago Giraldo,,Colombia,COL,54,-1,1893,6-3 6-1,,,
2011-04-18,Barcelona,A,3,C,false,25,R32,Rafael Nadal,1,Spain,ESP,1,,2407,Daniel Gimeno Traver,,Spain,ESP,60,,1802,6-1 6-1,,,
2011-04-10,Monte Carlo Masters,M,3,C,false,15,F,Rafael Nadal,1,Spain,ESP,1,6,2401,David Ferrer,4,Spain,ESP,6,-6,2208,6-4 7-5,,,
2011-04-10,Monte Carlo Masters,M,3,C,false,15,SF,Rafael Nadal,1,Spain,ESP,1,7,2394,Andy Murray,3,United Kingdom,GBR,4,-7,2257,6-4 2-6 6-1,,,
2011-04-10,Monte Carlo Masters,M,3,C,false,15,QF,Rafael Nadal,1,Spain,ESP,1,2,2392,Ivan Ljubicic,,Croatia,CRO,40,-2,2016,6-1 6-3,,,
2011-04-10,Monte Carlo Masters,M,3,C,false,15,R16,Rafael Nadal,1,Spain,ESP,1,3,2389,Richard Gasquet,13,France,FRA,18,-3,2064,6-2 6-4,,,
2011-04-10,Monte Carlo Masters,M,3,C,false,15,R32,Rafael Nadal,1,Spain,ESP,1,1,2388,Jarkko Nieminen,,Finland,FIN,59,-1,1940,6-2 6-2,,,
2011-03-23,Miami Masters,M,3,H,false,55,F,Novak Djokovic,2,Serbia,SRB,2,11,2424,Rafael Nadal,1,Spain,ESP,1,-11,2399,4-6 6-3 7-6(4),,,
2011-03-23,Miami Masters,M,3,H,false,55,SF,Rafael Nadal,1,Spain,ESP,1,12,2387,Roger Federer,3,Switzerland,SUI,3,-12,2407,6-3 6-2,,,
2011-03-23,Miami Masters,M,3,H,false,55,QF,Rafael Nadal,1,Spain,ESP,1,3,2384,Tomas Berdych,7,Czech Republic,CZE,7,-4,2117,6-2 3-6 6-3,,,
2011-03-23,Miami Masters,M,3,H,false,55,R16,Rafael Nadal,1,Spain,ESP,1,2,2382,Alexandr Dolgopolov,21,Ukraine,UKR,23,-3,2013,6-1 6-2,,,
2011-03-23,Miami Masters,M,3,H,false,55,R32,Rafael Nadal,1,Spain,ESP,1,2,2380,Feliciano Lopez,,Spain,ESP,41,-1,1923,6-3 6-3,,,
2011-03-23,Miami Masters,M,3,H,false,55,R64,Rafael Nadal,1,Spain,ESP,1,1,2379,Kei Nishikori,,Japan,JPN,62,-2,1898,6-4 6-4,,,
2011-03-10,Indian Wells Masters,M,3,H,false,54,F,Novak Djokovic,3,Serbia,SRB,3,12,2403,Rafael Nadal,1,Spain,ESP,1,-12,2391,4-6 6-3 6-2,,,
2011-03-10,Indian Wells Masters,M,3,H,false,54,SF,Rafael Nadal,1,Spain,ESP,1,7,2384,Juan Martin Del Potro,,Argentina,ARG,90,-7,2241,6-4 6-4,,,
2011-03-10,Indian Wells Masters,M,3,H,false,54,QF,Rafael Nadal,1,Spain,ESP,1,2,2382,Ivo Karlovic,,Croatia,CRO,239,-2,1983,5-7 6-1 7-6(7),,,
2011-03-10,Indian Wells Masters,M,3,H,false,54,R16,Rafael Nadal,1,Spain,ESP,1,1,2381,Somdev Devvarman,,India,IND,84,-1,1867,7-5 6-4,Q,,
2011-03-10,Indian Wells Masters,M,3,H,false,54,R32,Rafael Nadal,1,Spain,ESP,1,,2381,Ryan Sweeting,,United States,USA,105,-2,1828,6-3 6-1,Q,,
2011-03-10,Indian Wells Masters,M,3,H,false,54,R64,Rafael Nadal,1,Spain,ESP,1,1,2380,Rik De Voest,,South Africa,RSA,162,-1,1742,6-0 6-2,Q,,
2011-03-04,Davis Cup WG,D,3,H,false,,R16,Rafael Nadal,,Spain,ESP,1,1,2379,Olivier Rochus,,Belgium,BEL,115,-1,1854,6-4 6-2,,,
2011-03-04,Davis Cup WG,D,5,H,false,,R16,Rafael Nadal,,Spain,ESP,1,,2379,Ruben Bemelmans,,Belgium,BEL,144,-1,1640,6-2 6-4 6-2,,,
2011-01-17,Australian Open,G,5,H,false,55,QF,David Ferrer,7,Spain,ESP,7,22,2188,Rafael Nadal,1,Spain,ESP,1,-21,2400,6-4 6-2 6-3,,,
2011-01-17,Australian Open,G,5,H,false,55,R16,Rafael Nadal,1,Spain,ESP,1,3,2397,Marin Cilic,15,Croatia,CRO,15,-3,2049,6-2 6-4 6-3,,,
2011-01-17,Australian Open,G,5,H,false,55,R32,Rafael Nadal,1,Spain,ESP,1,,2397,Bernard Tomic,,Australia,AUS,199,-1,1788,6-2 7-5 6-3,WC,,
2011-01-17,Australian Open,G,5,H,false,55,R64,Rafael Nadal,1,Spain,ESP,1,1,2396,Ryan Sweeting,,United States,USA,116,-1,1770,6-2 6-1 6-1,Q,,
2011-01-17,Australian Open,G,5,H,false,55,R128,Rafael Nadal,1,Spain,ESP,1,,2396,Marcos Daniel,,Brazil,BRA,93,-1,1674,6-0 5-0 RET,,RET,
2011-01-03,Doha,B,3,H,false,73,SF,Nikolay Davydenko,4,Russian Federation,RUS,22,16,2113,Rafael Nadal,1,Spain,ESP,1,-15,2411,6-3 6-2,,,
2011-01-03,Doha,B,3,H,false,73,QF,Rafael Nadal,1,Spain,ESP,1,2,2409,Ernests Gulbis,5,Latvia,LAT,24,-2,2014,7-6(3) 6-3,,,
2011-01-03,Doha,B,3,H,false,73,R16,Rafael Nadal,1,Spain,ESP,1,,2409,Lukas Lacko,,Slovakia,SVK,89,-1,1840,7-6(3) 0-6 6-3,,,
2011-01-03,Doha,B,3,H,false,73,R32,Rafael Nadal,1,Spain,ESP,1,,2409,Karol Beck,,Slovakia,SVK,103,-1,1673,6-3 6-0,,,
2010-11-21,Tour Finals,F,3,H,true,90,F,Roger Federer,,Switzerland,SUI,2,14,2397,Rafael Nadal,,Spain,ESP,1,-14,2423,6-3 3-6 6-1,,,
2010-11-21,Tour Finals,F,3,H,true,90,SF,Rafael Nadal,,Spain,ESP,1,8,2415,Andy Murray,,United Kingdom,GBR,5,-7,2288,7-6(5) 3-6 7-6(6),,,
2010-11-21,Tour Finals,F,3,H,true,90,RR,Rafael Nadal,,Spain,ESP,1,3,2412,Tomas Berdych,,Czech Republic,CZE,6,-2,2070,7-6(3) 6-1,,,
2010-11-21,Tour Finals,F,3,H,true,90,RR,Rafael Nadal,,Spain,ESP,1,7,2405,Novak Djokovic,,Serbia,SRB,3,-8,2302,7-5 6-2,,,
2010-11-21,Tour Finals,F,3,H,true,90,RR,Rafael Nadal,,Spain,ESP,1,5,2400,Andy Roddick,,United States,USA,8,-5,2181,3-6 7-6(5) 6-4,,,
2010-10-10,Shanghai Masters,M,3,H,false,62,R16,Jurgen Melzer,13,Austria,AUT,12,18,2067,Rafael Nadal,1,Spain,ESP,1,-17,2417,6-1 3-6 6-3,,,
2010-10-10,Shanghai Masters,M,3,H,false,62,R32,Rafael Nadal,1,Spain,ESP,1,3,2414,Stan Wawrinka,,Switzerland,SUI,21,-2,2096,6-4 6-4,,,
2010-10-04,Tokyo,A,3,H,false,84,F,Rafael Nadal,1,Spain,ESP,1,3,2411,Gael Monfils,5,France,FRA,15,-3,2116,6-1 7-5,,,
2010-10-04,Tokyo,A,3,H,false,84,SF,Rafael Nadal,1,Spain,ESP,1,1,2410,Viktor Troicki,,Serbia,SRB,54,-1,1981,7-6(4) 4-6 7-6(7),,,
2010-10-04,Tokyo,A,3,H,false,84,QF,Rafael Nadal,1,Spain,ESP,1,1,2409,Dmitry Tursunov,,Russian Federation,RUS,432,-1,1888,6-4 6-1,,,
2010-10-04,Tokyo,A,3,H,false,84,R16,Rafael Nadal,1,Spain,ESP,1,1,2408,Milos Raonic,,Canada,CAN,200,-1,1754,6-4 6-4,Q,,
2010-10-04,Tokyo,A,3,H,false,84,R32,Rafael Nadal,1,Spain,ESP,1,,2408,Santiago Giraldo,,Colombia,COL,63,-1,1801,6-4 6-4,,,
2010-09-27,Bangkok,B,3,H,true,75,SF,Guillermo Garcia Lopez,,Spain,ESP,53,20,1946,Rafael Nadal,1,Spain,ESP,1,-17,2425,2-6 7-6(3) 6-3,,,
2010-09-27,Bangkok,B,3,H,true,75,QF,Rafael Nadal,1,Spain,ESP,1,1,2424,Mikhail Kukushkin,,Kazakhstan,KAZ,83,-1,1860,6-2 6-3,,,
2010-09-27,Bangkok,B,3,H,true,75,R16,Rafael Nadal,1,Spain,ESP,1,,2424,Ruben Bemelmans,,Belgium,BEL,195,,1641,6-1 6-4,Q,,
2010-08-30,US Open,G,5,H,false,65,F,Rafael Nadal,1,Spain,ESP,1,11,2413,Novak Djokovic,3,Serbia,SRB,3,-12,2309,6-4 5-7 6-4 6-2,,,
2010-08-30,US Open,G,5,H,false,65,SF,Rafael Nadal,1,Spain,ESP,1,5,2408,Mikhail Youzhny,12,Russian Federation,RUS,14,-4,2106,6-2 6-3 6-4,,,
2010-08-30,US Open,G,5,H,false,65,QF,Rafael Nadal,1,Spain,ESP,1,5,2403,Fernando Verdasco,8,Spain,ESP,8,-5,2142,7-5 6-3 6-4,,,
2010-08-30,US Open,G,5,H,false,65,R16,Rafael Nadal,1,Spain,ESP,1,1,2402,Feliciano Lopez,23,Spain,ESP,25,-2,1968,6-3 6-4 6-4,,,
2010-08-30,US Open,G,5,H,false,65,R32,Rafael Nadal,1,Spain,ESP,1,3,2399,Gilles Simon,,France,FRA,42,-3,2018,6-4 6-4 6-2,,,
2010-08-30,US Open,G,5,H,false,65,R64,Rafael Nadal,1,Spain,ESP,1,2,2397,Denis Istomin,,Uzbekistan,UZB,39,-2,1933,6-2 7-6(5) 7-5,,,
2010-08-30,US Open,G,5,H,false,65,R128,Rafael Nadal,1,Spain,ESP,1,,2397,Teymuraz Gabashvili,,Russian Federation,RUS,93,-1,1823,7-6(4) 7-6(4) 6-3,,,
2010-08-15,Cincinnati Masters,M,3,H,false,79,QF,Marcos Baghdatis,,Cyprus,CYP,20,19,2041,Rafael Nadal,1,Spain,ESP,1,-18,2415,6-4 4-6 6-4,,,
2010-08-15,Cincinnati Masters,M,3,H,false,79,R16,Rafael Nadal,1,Spain,ESP,1,1,2414,Julien Benneteau,,France,FRA,32,-2,1990,5-7 7-6(6) 6-2,,,
2010-08-15,Cincinnati Masters,M,3,H,false,79,R32,Rafael Nadal,1,Spain,ESP,1,1,2413,Taylor Dent,,United States,USA,83,-1,1855,6-2 7-5,Q,,
2010-08-09,Canada Masters,M,3,H,false,68,SF,Andy Murray,4,United Kingdom,GBR,4,15,2275,Rafael Nadal,1,Spain,ESP,1,-15,2428,6-3 6-4,,,
2010-08-09,Canada Masters,M,3,H,false,68,QF,Rafael Nadal,1,Spain,ESP,1,2,2426,Philipp Kohlschreiber,,Germany,GER,37,-2,2034,3-6 6-3 6-4,,,
2010-08-09,Canada Masters,M,3,H,false,68,R16,Rafael Nadal,1,Spain,ESP,1,,2426,Kevin Anderson,,South Africa,RSA,87,-1,1851,6-2 7-6(6),Q,,
2010-08-09,Canada Masters,M,3,H,false,68,R32,Rafael Nadal,1,Spain,ESP,1,3,2423,Stan Wawrinka,,Switzerland,SUI,24,-3,2083,7-6(12) 6-3,,,
2010-06-21,Wimbledon,G,5,G,false,88,F,Rafael Nadal,2,Spain,ESP,1,7,2417,Tomas Berdych,12,Czech Republic,CZE,13,-8,2198,6-3 7-5 6-4,,,
2010-06-21,Wimbledon,G,5,G,false,88,SF,Rafael Nadal,2,Spain,ESP,1,10,2407,Andy Murray,4,United Kingdom,GBR,4,-10,2279,6-4 7-6(6) 6-4,,,
2010-06-21,Wimbledon,G,5,G,false,88,QF,Rafael Nadal,2,Spain,ESP,1,7,2400,Robin Soderling,6,Sweden,SWE,6,-7,2230,3-6 6-3 7-6(4) 6-1,,,
2010-06-21,Wimbledon,G,5,G,false,88,R16,Rafael Nadal,2,Spain,ESP,1,2,2398,Paul Henri Mathieu,,France,FRA,66,-2,1910,6-4 6-2 6-2,,,
2010-06-21,Wimbledon,G,5,G,false,88,R32,Rafael Nadal,2,Spain,ESP,1,2,2396,Philipp Petzschner,33,Germany,GER,41,-2,1957,6-4 4-6 6-7(5) 6-2 6-3,,,
2010-06-21,Wimbledon,G,5,G,false,88,R64,Rafael Nadal,2,Spain,ESP,1,,2396,Robin Haase,,Netherlands,NED,151,-2,1798,5-7 6-2 3-6 6-0 6-3,,,
2010-06-21,Wimbledon,G,5,G,false,88,R128,Rafael Nadal,2,Spain,ESP,1,1,2395,Kei Nishikori,,Japan,JPN,189,-2,1837,6-2 6-4 6-4,WC,,
2010-06-07,Queen's Club,B,3,G,false,78,QF,Feliciano Lopez,8,Spain,ESP,31,18,1963,Rafael Nadal,1,Spain,ESP,1,-16,2411,7-6(5) 6-4,,,
2010-06-07,Queen's Club,B,3,G,false,78,R16,Rafael Nadal,1,Spain,ESP,1,1,2410,Denis Istomin,16,Uzbekistan,UZB,72,-1,1853,7-6(4) 4-6 6-4,,,
2010-06-07,Queen's Club,B,3,G,false,78,R32,Rafael Nadal,1,Spain,ESP,1,,2410,Marcos Daniel,,Brazil,BRA,112,-1,1715,6-2 6-2,,,
2010-05-24,Roland Garros,G,5,C,false,45,F,Rafael Nadal,2,Spain,ESP,2,8,2402,Robin Soderling,5,Sweden,SWE,7,-8,2215,6-4 6-2 6-4,,,
2010-05-24,Roland Garros,G,5,C,false,45,SF,Rafael Nadal,2,Spain,ESP,2,5,2397,Jurgen Melzer,22,Austria,AUT,27,-4,2096,6-2 6-3 7-6(6),,,
2010-05-24,Roland Garros,G,5,C,false,45,QF,Rafael Nadal,2,Spain,ESP,2,4,2393,Nicolas Almagro,19,Spain,ESP,21,-4,2095,7-6(2) 7-6(3) 6-4,,,
2010-05-24,Roland Garros,G,5,C,false,45,R16,Rafael Nadal,2,Spain,ESP,2,2,2391,Thomaz Bellucci,24,Brazil,BRA,29,-2,1993,6-2 7-5 6-4,,,
2010-05-24,Roland Garros,G,5,C,false,45,R32,Rafael Nadal,2,Spain,ESP,2,4,2387,Lleyton Hewitt,28,Australia,AUS,33,-4,2083,6-3 6-4 6-3,,,
2010-05-24,Roland Garros,G,5,C,false,45,R64,Rafael Nadal,2,Spain,ESP,2,1,2386,Horacio Zeballos,,Argentina,ARG,44,-1,1839,6-2 6-2 6-3,,,
2010-05-24,Roland Garros,G,5,C,false,45,R128,Rafael Nadal,2,Spain,ESP,2,,2386,Gianni Mina,,France,FRA,655,-2,1576,6-2 6-2 6-2,WC,,
2010-05-09,Madrid Masters,M,3,C,false,40,F,Rafael Nadal,2,Spain,ESP,3,12,2374,Roger Federer,1,Switzerland,SUI,1,-12,2364,6-4 7-6(5),,,
2010-05-09,Madrid Masters,M,3,C,false,40,SF,Rafael Nadal,2,Spain,ESP,3,3,2371,Nicolas Almagro,,Spain,ESP,35,-3,2063,4-6 6-2 6-2,,,
2010-05-09,Madrid Masters,M,3,C,false,40,QF,Rafael Nadal,2,Spain,ESP,3,4,2367,Gael Monfils,12,France,FRA,18,-4,2095,6-1 6-3,,,
2010-05-09,Madrid Masters,M,3,C,false,40,R16,Rafael Nadal,2,Spain,ESP,3,2,2365,John Isner,13,United States,USA,19,-3,2020,7-5 6-4,,,
2010-05-09,Madrid Masters,M,3,C,false,40,R32,Rafael Nadal,2,Spain,ESP,3,1,2364,Alexandr Dolgopolov,,Ukraine,UKR,62,-1,1677,6-4 6-3,Q,,
2010-04-25,Rome Masters,M,3,C,false,42,F,Rafael Nadal,3,Spain,ESP,3,6,2358,David Ferrer,13,Spain,ESP,17,-6,2165,7-5 6-2,,,
2010-04-25,Rome Masters,M,3,C,false,42,SF,Rafael Nadal,3,Spain,ESP,3,3,2355,Ernests Gulbis,,Latvia,LAT,40,-3,2034,6-4 3-6 6-4,,,
2010-04-25,Rome Masters,M,3,C,false,42,QF,Rafael Nadal,3,Spain,ESP,3,4,2351,Stan Wawrinka,,Switzerland,SUI,26,-4,2104,6-4 6-1,,,
